Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,BL03 Fundo Invest Financeiro,BLFT11.SA,14.22,0.003,0.005,Yes
2,BTG PACTUAL TEVA TESOURO SELIC FUNDO DE ÍNDICE,LLFT11.SA,14.16,0.003,0.002,No
3,Galapagos Teva Tesouro Selic Fundo De Indice,GLFT11.SA,14.15,0.003,0.005,Yes
4,NU LETRAS FINANCEIRAS ANBIMA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,NLFA11.SA,15.06,0.003,,
5,IT NOW TEVA TESOURO SELIC FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,LFTI11.SA,14.03,0.003,0.032,Yes
6,Nu Cdi Tesouro Selic B3 Classe De Indice - Responsabilidade Limitada,NCDI11.SA,14.28,0.003,0.003,Yes
7,GALAPAGOS SP SURF FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,GSRF11.SA,19.18,0.004,0.008,Yes
8,Trend Etf B3 Tesouro Selic Fundo De Indice - Responsabilidade Limitada,LFTX11.SA,14.26,0.003,0.004,No
9,BTG PACTUAL TEVA LETRAS FINANCEIRAS DI QUALIDADE FUNDO DE ÍNDICE,LFIN11.SA,14.76,0.004,0.013,Yes
10,INVESTO V8 LETRA FINANCEIRA S1 DI B3 FUNDO DE ÍNDICE,LFIX11.SA,14.81,0.004,0.012,Yes
11,Riza Lecci Fundo De Investimento Imobiliario Responsabilidade,RZLC11.SA,15.06,0.006,0.01,Yes
12,Fundo De Investimento Imobiliario Rooftop Iii Responsabilidade Limitada,HOMS11.SA,13.81,0.005,0.016,No
13,IT NOW TEVA ITBR SELIC IPCA TARGET 800 FUNDO DE ÍNDICE - RESP LIMITADA,CDIB11.SA,15.42,0.006,,
14,INVESTO TEVA TESOURO SELIC ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,LFTS11.SA,12.93,0.005,0.002,Yes
15,Itaú Isento Setembro 28 Fundo De Investimento Em Cotas De Fiif Em Infra Rf Resp Limitada,ISET11.SA,14.17,0.007,0.02,Yes
16,Itau Isento Julho 28 Fic De Fundos Incentivados De Inv Financeiro Em Infra Rf Resp Limitada,ISNN11.SA,12.82,0.007,0.041,No
17,BTG PACTUAL MARGEM DEBÊNTURES ULTRA QUALIDADE DI B3 FUNDO DE ÍNDICE,MARG11.SA,15.52,0.008,0.011,Yes
18,INVESTO ETF MARKETVECTOR BRAZIL TREASURY 760 DAY TARGET DURATION CLASSE DE ÍNDICE - RESP LIMITADA,LFTB11.SA,13.65,0.007,0.027,Yes
19,Permuta Residencial Fundo De Investimento Imobiliario Responsabilidade Limitada,PMRL11.SA,15.3,0.009,0.037,No
20,Itau Isento Marco 28 Fundo De Investimento E Cotas D F I D I Financeiro Em Infraestrutura Renda Fixa,ISNT11.SA,14.06,0.009,0.017,No
21,Galapagos Feeder Desenvolvimento Logístico Fundo De Investimento Imobiliario Responsabilidade Ltd.,GFDL11.SA,12.87,0.008,0.034,No
22,BTG PACTUAL TEVA AUVP ITBR LIQUIDEZ FUNDO DE ÍNDICE,AUPO11.SA,13.02,0.008,0.018,Yes
23,BTG PACTUAL TEVA DEBÊNTURES DI FUNDO DE ÍNDICE,DEBB11.SA,14.12,0.009,0.003,Yes
24,AF Invest Real Estate Multiestrategia Fundo De Investimento Imobiliario Responsabilidade Limitada,AFHF11.SA,17.73,0.013,0.017,No
25,TREND ETF TEVA ITBR SELIC TARGET 760 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,LTBX11.SA,13.43,0.01,0.041,Yes
26,Canuma Capital Renda Varejo Fundo De Investimento Imobiliario Responsabilidade Limitada,CCVA11.SA,6.68,0.006,0.008,Yes
27,Aroeira Fundo De Investimento Imobiliario Responsabilidade Limitada,EIRA11.SA,14.4,0.012,0.005,Yes
28,Fundo De Investimento Imobiliario De Desenvolvimento De Escritorios Boutique Res Limitada,EGDB11.SA,12.3,0.011,0.019,No
29,GALAPAGOS TEVA TESOURO SELIC & IPCA+ FUNDO DE ÍNDICE,POSB11.SA,14.78,0.013,0.038,Yes
30,Nu Iboxx Investment Grade Hedge Carry Brl Classe De Índice Investimento No Exterior - RL,HGBR11.SA,12.1,0.012,0.01,No
31,Galapagos Desenvolvimento Logistico Fundo De Investimento Imobiliario Responsabilidade Limitada,GCDL11.SA,12.38,0.012,0.015,No
32,Galapagos Feeder Logistico Fundo De Investimento ImobiliãRio Responsabilidade Limitada,GLPF11.SA,15.29,0.015,0.005,Yes
33,Nu Iboxx High Yield Hedge Carry Brl Classe De Indice Investimento No Exterior- Resp Limitada,HYBR11.SA,12.27,0.013,0.023,No
34,GALAPAGOS TEVA TESOURO PRÉ FIXADO 3 ANOS FUNDO DE ÍNDICE,3PRE11.SA,12.17,0.013,,
35,B-Index ETF Ima-B 5 P2 Fundo de Indice - Responsabilidade Limitada,BOL511.SA,13.24,0.014,0.026,Yes
36,BTG PACTUAL IMA-B 5 P2 FUNDO DE ÍNDICE,PACC11.SA,13.54,0.015,0.029,Yes
37,Btg Pactual Teva Itbr Ipca 95-5 Fundo De Indice,SFIX11.SA,12.86,0.014,0.03,Yes
38,Genial Teva Debentures Di Quality High Beta Fundo De Indice,GICP11.SA,14.02,0.017,0.012,No
39,Mag Multiestrategia Classe De Investimento Imobiliario Responsabilidade Limitada,MAGM11.SA,12.72,0.016,0.017,No
40,BlackRock Institutional Trust Co NA,BGLC39.SA,42.42,0.05,,
41,Bradesco Isento 2031 Fundo De Investimento Em Cotas De Fundos Incentivados De Inv Em Inf Re Fi R L,BISE11.SA,9.99,0.013,0.101,Yes
42,BlackRock Institutional Trust Co NA,BECH39.SA,19.14,0.028,,
43,Smrt11 Fundo De Investimento Em Cotas De Fundo De Investimento Em Direitos Creditorios,CAUT11.SA,16.6,0.025,0.037,Yes
44,Rb Multiestrategia Imobiliaria Fundo De Investimento Imobiliario - Responsabilidade Limitada,REME11.SA,20.37,0.031,0.012,No
